-19.5898;0.0000;0.0000;28.7012;26.7418;0.3239
-19.5898;0.0000;0.0000;28.7012;25.8947;0.3239
-19.6758;0.0000;0.0000;28.7012;26.0829;0.3239
-19.6758;0.0000;0.0000;28.7012;26.7418;0.3239
-19.5039;0.0000;0.0000;28.6982;25.9418;0.3239
-19.5039;0.0000;0.0000;28.6982;26.0359;0.3239
-19.5039;0.0000;0.0000;28.6982;26.7418;0.3239
-19.2461;0.0000;0.0000;28.7012;25.9418;0.3239
-19.4180;0.0000;0.0000;28.7021;25.9418;0.3239
-19.4180;0.0000;0.0000;28.7021;26.7418;0.3239
-19.4180;0.0000;0.0000;28.7021;26.7418;0.3239
-19.3320;0.0000;0.0000;28.7012;26.0829;0.3239
-19.3320;0.0000;0.0000;28.7012;26.0359;0.3239
-19.3320;0.0000;0.0000;28.7012;26.7418;0.3239
-19.6758;0.0000;0.0000;28.7041;26.7418;0.3239
-19.5898;0.0000;0.0000;28.7061;26.0829;0.3239
-19.5898;0.0000;0.0000;28.7061;25.8947;0.3239
-19.5898;0.0000;0.0000;28.7061;26.7418;0.3239
-19.4180;0.0000;0.0000;28.7070;26.7418;0.3239
-19.4180;0.0000;0.0000;28.7070;26.7418;0.3239
-19.6758;0.0000;0.0000;28.7100;26.0359;0.3239
-19.4180;0.0000;0.0000;28.7109;26.0359;0.3239
-19.4180;0.0000;0.0000;28.7109;26.7418;0.3239
-19.4180;0.0000;0.0000;28.7109;26.7418;0.3239
-19.5898;0.0000;0.0000;28.7119;25.9418;0.3239
-19.6758;0.0000;0.0000;28.7119;25.9418;0.3239
-19.5039;0.0000;0.0000;28.7158;25.9418;0.3239
-19.5039;0.0000;0.0000;28.7158;25.9418;0.3239
-19.6758;0.0000;0.0000;28.7148;25.9418;0.3239
-19.6758;0.0000;0.0000;28.7148;25.8947;0.3239
-19.6758;0.0000;0.0000;28.7148;26.7418;0.3239
-19.6758;0.0000;0.0000;28.7129;26.0829;0.3239
-19.4180;0.0000;0.0000;28.7168;26.0359;0.3239
-7.1133;0.0000;0.0000;28.8691;23.6359;0.3207
-7.1133;0.0000;0.0000;28.8691;23.7300;0.3207
-7.1133;0.0000;0.0000;28.8691;23.6359;0.3207
-7.1992;0.0000;0.0000;28.8652;23.6359;0.3207
-7.1992;0.0000;0.0000;28.8652;23.8241;0.3207
-7.1992;0.0000;0.0000;28.8652;23.7300;0.3207
-7.3750;0.0000;0.0000;28.8633;23.7300;0.3207
-7.3750;0.0000;0.0000;28.8623;23.6359;0.3207
-7.3750;0.0000;0.0000;28.8623;23.6829;0.3207
-7.3750;0.0000;0.0000;28.8623;23.7300;0.3207
-7.3750;0.0000;0.0000;28.8613;23.7300;0.3207
-7.3750;0.0000;0.0000;28.8613;23.7771;0.3207
-7.1133;0.0000;0.0000;28.8564;23.7300;0.3207
-7.1133;0.0000;0.0000;28.8564;23.7300;0.3207
-7.4609;0.0000;0.0000;28.8574;23.8241;0.3207
-7.4609;0.0000;0.0000;28.8574;23.8712;0.3207
-7.4609;0.0000;0.0000;28.8574;23.7771;0.3207
-7.7188;0.0000;0.0000;28.8545;23.7771;0.3208
-7.4609;0.0000;0.0000;28.8506;23.7771;0.3207
-7.4609;0.0000;0.0000;28.8506;23.6829;0.3207
-7.5469;0.0000;0.0000;28.8496;23.7771;0.3207
-7.5469;0.0000;0.0000;28.8496;23.6829;0.3207
-7.5469;0.0000;0.0000;28.8496;23.7771;0.3207
-7.2852;0.0000;0.0000;28.8486;23.8241;0.3207
-7.4609;0.0000;0.0000;28.8477;23.7300;0.3207
-7.6328;0.0000;0.0000;28.8447;23.7300;0.3208
-7.6328;0.0000;0.0000;28.8447;23.7771;0.3208
-7.6328;0.0000;0.0000;28.8418;23.7771;0.3208
-7.6328;0.0000;0.0000;28.8418;23.7771;0.3208
-7.6328;0.0000;0.0000;28.8418;23.8241;0.3208
-7.5469;0.0000;0.0000;28.8379;23.7771;0.3207
-7.5469;0.0000;0.0000;28.8379;23.7771;0.3207
-7.6328;0.0000;0.0000;28.8379;23.7300;0.3208
-7.6328;0.0000;0.0000;28.8379;23.8241;0.3208
-7.6328;0.0000;0.0000;28.8379;23.7771;0.3208
-7.5469;0.0000;0.0000;28.8350;23.8241;0.3207
-7.6328;0.0000;0.0000;28.8340;23.7771;0.3208
-7.6328;0.0000;0.0000;28.8340;23.8712;0.3208
-7.6328;0.0000;0.0000;28.8340;23.8241;0.3208
-7.5469;0.0000;0.0000;28.8311;23.8241;0.3207
-7.5469;0.0000;0.0000;28.8311;23.7300;0.3207
-7.7188;0.0000;0.0000;28.8311;23.8712;0.3208
-7.6328;0.0000;0.0000;28.8242;23.7771;0.3208
-7.8086;0.0000;0.0000;28.8223;23.8241;0.3208
-7.8086;0.0000;0.0000;28.8223;23.8241;0.3208
-7.8086;0.0000;0.0000;28.8223;23.8241;0.3208
-7.8086;0.0000;0.0000;28.8213;23.9182;0.3208
-7.8086;0.0000;0.0000;28.8213;23.8241;0.3208
-7.8086;0.0000;0.0000;28.8213;23.8241;0.3208
-7.7188;0.0000;0.0000;28.8203;23.8712;0.3208
-7.8086;0.0000;0.0000;28.8154;23.8241;0.3208
-7.8086;0.0000;0.0000;28.8154;23.8712;0.3208
-7.8086;0.0000;0.0000;28.8154;23.9182;0.3208
-7.8906;0.0000;0.0000;28.8174;23.8712;0.3208
-7.8906;0.0000;0.0000;28.8174;23.7771;0.3208
-7.9805;0.0000;0.0000;28.8125;23.8712;0.3208
-7.9805;0.0000;0.0000;28.8125;23.8712;0.3208
-7.8086;0.0000;0.0000;28.8096;23.8712;0.3208
-7.8086;0.0000;0.0000;28.8096;23.7771;0.3208
-7.8086;0.0000;0.0000;28.8096;23.7771;0.3208
-7.8906;0.0000;0.0000;28.8115;23.8241;0.3208
-8.0664;0.0000;0.0000;28.8086;23.8712;0.3208
-8.0664;0.0000;0.0000;28.8086;23.9182;0.3208
-7.8086;0.0000;0.0000;28.8047;23.8241;0.3208
-7.8086;0.0000;0.0000;28.8047;23.9182;0.3208
-7.8086;0.0000;0.0000;28.8047;23.8712;0.3208
-8.0664;0.0000;0.0000;28.8018;23.8712;0.3208
-7.8906;0.0000;0.0000;28.8018;23.9182;0.3208
-8.0664;0.0000;0.0000;28.7988;23.8712;0.3208
-8.0664;0.0000;0.0000;28.7988;23.8712;0.3208
-7.8906;0.0000;0.0000;28.7979;23.7300;0.3208
-7.8906;0.0000;0.0000;28.7979;23.9182;0.3208
-7.8906;0.0000;0.0000;28.7979;23.9182;0.3208
-8.0664;0.0000;0.0000;28.7949;23.8712;0.3208
-8.0664;0.0000;0.0000;28.7949;23.8712;0.3208
-8.0664;0.0000;0.0000;28.7939;23.9182;0.3208
-8.0664;0.0000;0.0000;28.7939;23.9182;0.3208
-8.0664;0.0000;0.0000;28.7939;23.8712;0.3208
-7.8906;0.0000;0.0000;28.7920;23.8241;0.3208
-8.1523;0.0000;0.0000;28.7910;23.9182;0.3208
-8.1523;0.0000;0.0000;28.7910;23.9653;0.3208
-7.9805;0.0000;0.0000;28.7900;23.8241;0.3208
-7.9805;0.0000;0.0000;28.7900;23.9182;0.3208
-7.9805;0.0000;0.0000;28.7900;23.9182;0.3208
-8.1523;0.0000;0.0000;28.7861;23.9182;0.3208
-8.1523;0.0000;0.0000;28.7900;23.8712;0.3208
-8.4141;0.0000;0.0000;28.7842;24.0124;0.3209
-8.4141;0.0000;0.0000;28.7842;23.9653;0.3209
-8.4141;0.0000;0.0000;28.7842;24.0124;0.3209
-8.0664;0.0000;0.0000;28.7842;23.9182;0.3208
-8.0664;0.0000;0.0000;28.7842;23.9182;0.3208
-8.0664;0.0000;0.0000;28.7842;23.9182;0.3208
-8.1523;0.0000;0.0000;28.7832;23.9653;0.3208
-8.4141;0.0000;0.0000;28.7813;23.9182;0.3209
-8.4141;0.0000;0.0000;28.7813;23.8712;0.3209
-8.4141;0.0000;0.0000;28.7813;23.9653;0.3209
-8.4141;0.0000;0.0000;28.7793;23.8712;0.3209
-8.4141;0.0000;0.0000;28.7793;23.9182;0.3209
-8.1523;0.0000;0.0000;28.7803;23.9653;0.3208
-8.1523;0.0000;0.0000;28.7803;23.9182;0.3208
-8.4141;0.0000;0.0000;28.7783;24.0124;0.3209
-8.4141;0.0000;0.0000;28.7783;24.0124;0.3209
-8.4141;0.0000;0.0000;28.7783;23.8712;0.3209
-8.4141;0.0000;0.0000;28.7754;23.9182;0.3209
-8.5000;0.0000;0.0000;28.7754;23.9182;0.3209
-8.5000;0.0000;0.0000;28.7754;23.8712;0.3209
-8.4141;0.0000;0.0000;28.7715;23.9653;0.3209
-8.4141;0.0000;0.0000;28.7715;23.9653;0.3209
-8.4141;0.0000;0.0000;28.7715;24.0124;0.3209
-8.3242;0.0000;0.0000;28.7725;23.9653;0.3209
-8.5000;0.0000;0.0000;28.7686;23.9653;0.3209
-8.5000;0.0000;0.0000;28.7686;23.9653;0.3209
-8.5000;0.0000;0.0000;28.7686;24.0124;0.3209
-8.5859;0.0000;0.0000;28.7666;23.9653;0.3209
-8.5859;0.0000;0.0000;28.7666;24.0124;0.3209
-8.5859;0.0000;0.0000;28.7666;23.9182;0.3209
-8.2422;0.0000;0.0000;28.7646;23.9182;0.3209
-8.2422;0.0000;0.0000;28.7646;23.9182;0.3209
-8.5859;0.0000;0.0000;28.7607;24.0594;0.3209
-8.5859;0.0000;0.0000;28.7607;23.9653;0.3209
-8.5859;0.0000;0.0000;28.7607;23.9653;0.3209
-8.5000;0.0000;0.0000;28.7578;24.0124;0.3209
-8.5859;0.0000;0.0000;28.7588;23.9653;0.3209
-8.5859;0.0000;0.0000;28.7588;24.0594;0.3209
-8.4141;0.0000;0.0000;28.7578;23.9653;0.3209
-8.4141;0.0000;0.0000;28.7578;23.9182;0.3209
-8.4141;0.0000;0.0000;28.7578;24.0124;0.3209
-8.5859;0.0000;0.0000;28.7529;23.9653;0.3209
-8.6758;0.0000;0.0000;28.7490;24.0594;0.3209
-8.6758;0.0000;0.0000;28.7461;24.0594;0.3209
-8.6758;0.0000;0.0000;28.7461;24.0124;0.3209
-8.6758;0.0000;0.0000;28.7461;24.0594;0.3209
-8.6758;0.0000;0.0000;28.7461;24.0124;0.3209
-8.6758;0.0000;0.0000;28.7461;24.0594;0.3209
-8.6758;0.0000;0.0000;28.7461;23.9182;0.3209
-8.6758;0.0000;0.0000;28.7432;24.0124;0.3209
-8.8438;0.0000;0.0000;28.7363;23.9653;0.3210
-8.8438;0.0000;0.0000;28.7363;24.1065;0.3210
-8.8438;0.0000;0.0000;28.7363;24.0594;0.3210
-8.8438;0.0000;0.0000;28.7354;24.0124;0.3210
-8.8438;0.0000;0.0000;28.7354;24.0124;0.3210
-8.9336;0.0000;0.0000;28.7314;24.0124;0.3210
-8.9336;0.0000;0.0000;28.7314;24.0594;0.3210
-8.9336;0.0000;0.0000;28.6211;24.0594;0.3210
-8.9336;0.0000;0.0000;28.6211;24.0124;0.3210
-8.9336;0.0000;0.0000;28.6211;24.1065;0.3210
-8.8438;0.0000;0.0000;28.7217;24.0594;0.3210
-8.9336;0.0000;0.0000;28.7236;24.0124;0.3210
-8.9336;0.0000;0.0000;28.7236;24.0594;0.3210
-8.9336;0.0000;0.0000;28.7207;24.0124;0.3210
-8.9336;0.0000;0.0000;28.7207;24.0594;0.3210
-8.9336;0.0000;0.0000;28.7207;24.0124;0.3210
-8.9336;0.0000;0.0000;28.7188;24.0124;0.3210
-8.8438;0.0000;0.0000;28.7119;24.1065;0.3210
-8.8438;0.0000;0.0000;28.7119;24.1065;0.3210
-8.8438;0.0000;0.0000;28.7119;24.1065;0.3210
-8.8438;0.0000;0.0000;28.7109;24.1065;0.3210
